Facility,State,Name,Staff Confirmed,Residents confirmed,Staff Deaths,Resident Deaths,Date
Prison,Alabama,Alex City,0,0,0,0,4/23/2020
Prison,Alabama,ATEF,0,0,0,0,4/23/2020
Prison,Alabama,Bibb,0,0,0,0,4/23/2020
Prison,Alabama,Birmingham,0,0,0,0,4/23/2020
Prison,Alabama,Bullock,1,1,0,0,4/23/2020
Prison,Alabama,Camden,0,0,0,0,4/23/2020
Prison,Alabama,Childersburg,0,0,0,0,4/23/2020
Prison,Alabama,Donaldson,0,0,0,0,4/23/2020
Prison,Alabama,Easterling,0,0,0,0,4/23/2020
Prison,Alabama,Elba,1,1,0,0,4/23/2020
Prison,Alabama,Elmore,1,0,0,0,4/23/2020
Prison,Alabama,Fountain,0,0,0,0,4/23/2020
Prison,Alabama,Frank Lee,0,0,0,0,4/23/2020
Prison,Alabama,Hamilton A&I,0,0,0,0,4/23/2020
Prison,Alabama,Hamilton CBF,0,0,0,0,4/23/2020
Prison,Alabama,Holman,0,0,0,0,4/23/2020
Prison,Alabama,Kilby,0,0,0,0,4/23/2020
Prison,Alabama,Limestone,1,0,0,0,4/23/2020
Prison,Alabama,Loxley,0,0,0,0,4/23/2020
Prison,Alabama,Mobile,1,0,0,0,4/23/2020
Prison,Alabama,Montgomery,0,0,0,0,4/23/2020
Prison,Alabama,North Alabama,0,0,0,0,4/23/2020
Prison,Alabama,Red Eagle,0,0,0,0,4/23/2020
Prison,Alabama,St Clair,1,2,0,1,4/23/2020
Prison,Alabama,Staton,2,0,0,0,4/23/2020
Prison,Alabama,Tutwiler,0,0,0,0,4/23/2020
Prison,Alabama,Ventress,0,0,0,0,4/23/2020
Prison,Alaska,Lemon Creek CC (Juneau),7,0,0,0,4/23/2020
Prison,Alaska,State-Wide (for non-specific facilities),0,0,0,0,4/23/2020
Prison,Arizona,CACF,0,0,0,0,4/23/2020
Prison,Arizona,Douglas,0,0,0,0,4/23/2020
Prison,Arizona,Eyman,0,5,0,0,4/23/2020
Prison,Arizona,Florence,0,22,0,0,4/23/2020
Prison,Arizona,Florence West,0,0,0,0,4/23/2020
Prison,Arizona,Kingman,0,0,0,0,4/23/2020
Prison,Arizona,Lewis,0,0,0,0,4/23/2020
Prison,Arizona,Marana,0,6,0,0,4/23/2020
Prison,Arizona,MRC,0,0,0,0,4/23/2020
Prison,Arizona,Perryville,0,0,0,0,4/23/2020
Prison,Arizona,Phoenix,0,0,0,0,4/23/2020
Prison,Arizona,Phoenix West,0,0,0,0,4/23/2020
Prison,Arizona,PRC,0,0,0,0,4/23/2020
Prison,Arizona,Red Rock,0,0,0,0,4/23/2020
Prison,Arizona,Safford,0,0,0,0,4/23/2020
Prison,Arizona,State-Wide (for staff count),30,0,0,0,4/23/2020
Prison,Arizona,Tucson,0,1,0,0,4/23/2020
Prison,Arizona,Winslow,0,0,0,0,4/23/2020
Prison,Arizona,Yuma,0,0,0,0,4/23/2020
Prison,Arkansas,Cummins Unit Prison,,675,,0,4/23/2020
Prison,Arkansas,State-Wide,25,56,,0,4/23/2020
Prison,California,ASP-Avenal State Prison,0,0,,0,4/23/2020
Prison,California,CAC-California City Correctional Facility,2,0,,0,4/23/2020
Prison,California,CAL-Calipatria State Prison,2,0,,0,4/23/2020
Prison,California,CCC-California Correctional Center,0,0,,0,4/23/2020
Prison,California,CCI-California Correctional Institution,6,0,,0,4/23/2020
Prison,California,CCWF-Central California Women’s Facility,1,0,,0,4/23/2020
Prison,California,"CEN-California State Prison, Centinela",3,2,,0,4/23/2020
Prison,California,CHCF-California Health Care Facility,5,0,,0,4/23/2020
Prison,California,CIM-California Institution for Men,22,69,,1,4/23/2020
Prison,California,CIW-California Institution for Women,2,1,,0,4/23/2020
Prison,California,CMC-California Men’s Colony,1,2,,0,4/23/2020
Prison,California,CMF-California Medical Facility,0,0,,0,4/23/2020
Prison,California,"COR-California State Prison, Corcoran",0,0,,0,4/23/2020
Prison,California,CRC-California Rehabilitation Center,0,0,,0,4/23/2020
Prison,California,CTF-Correctional Training Facility,0,0,,0,4/23/2020
Prison,California,CVSP-Chuckawalla Valley State Prison,0,0,,0,4/23/2020
Prison,California,DVI-Deuel Vocational Institution,2,0,,0,4/23/2020
Prison,California,FSP-Folsom State Prison,4,0,,0,4/23/2020
Prison,California,HDSP-High Desert State Prison,0,0,,0,4/23/2020
Prison,California,ISP-Ironwood State Prison,1,0,,0,4/23/2020
Prison,California,KVSP-Kern Valley State Prison,0,0,,0,4/23/2020
Prison,California,"LAC-California State Prison, Los Angeles County",17,76,,0,4/23/2020
Prison,California,MCSP-Mule Creek State Prison,1,0,,0,4/23/2020
Prison,California,NCYCC - Northern California Youth Correctional Center,2,0,,0,4/23/2020
Prison,California,NKSP-North Kern State Prison,1,1,,0,4/23/2020
Prison,California,OH Close Youth Correctional Facility,1,0,,,4/23/2020
Prison,California,PBSP-Pelican Bay State Prison,0,0,,0,4/23/2020
Prison,California,PVSP-Pleasant Valley State Prison,0,0,,0,4/23/2020
Prison,California,Richard A McGee Correctional Training Center - Galt,5,0,,0,4/23/2020
Prison,California,RJD-Richard J. Donovan Correctional Facility,1,0,,0,4/23/2020
Prison,California,"SAC-California State Prison, Sacramento",5,0,,0,4/23/2020
Prison,California,"SATF-CSP-California Substance Abuse Treatment Facility and State Prison, Corcoran",2,1,,0,4/23/2020
Prison,California,SCC-Sierra Conservation Center,0,0,,0,4/23/2020
Prison,California,"SOL-California State Prison, Solano",0,0,,0,4/23/2020
Prison,California,SQ-San Quentin State Prison,6,0,,0,4/23/2020
Prison,California,SVSP-Salinas Valley State Prison,1,0,,0,4/23/2020
Prison,California,VSP-Valley State Prison,1,0,,0,4/23/2020
Prison,California,Worksite - Riverside County,0,0,,0,4/23/2020
Prison,California,Worksite - Sacramento County,3,0,,0,4/23/2020
Prison,California,Worksite - San Bernardino County,3,0,,0,4/23/2020
Prison,California,WSP-Wasco State Prison,4,0,,0,4/23/2020
Prison,Colorado,Buena Vista Correctional Complex,0,1,,,4/23/2020
Prison,Colorado,State-Wide (for non-specific facilities),8,0,,,4/23/2020
Prison,Colorado,Sterling Correctional Facility,0,8,,,4/23/2020
Prison,Connecticut,State-Wide,256,338,0,1,4/23/2020
Prison,Delaware,Delores J. Baylor Woman's Correctional Institution,1,0,0,0,4/23/2020
Prison,Delaware,Hazel D. Plant Woman's Treatment Facility,0,0,0,0,4/23/2020
Prison,Delaware,Howard R. Young Correctional Institution,3,0,0,0,4/23/2020
Prison,Delaware,James T. Vaughn Correctional Center,16,26,0,1,4/23/2020
Prison,Delaware,Morris Community Corrections Center,0,0,0,0,4/23/2020
Prison,Delaware,Plummer Community Corrections Center,1,0,0,0,4/23/2020
Prison,Delaware,Sussex Community Corrections Center,3,15,0,0,4/23/2020
Prison,Delaware,Sussex Correctional Institution,0,0,0,0,4/23/2020
Prison,Delaware,Sussex Violation of Probation Center,0,0,0,0,4/23/2020
Jail,District of Columbia,County-Wide,29,104,1,1,4/23/2020
Prison,Federal,Aliceville FCI,5,4,0,0,4/23/2020
Prison,Federal,Allenwood Medium FCI,1,0,0,0,4/23/2020
Prison,Federal,Allenwood USP,1,0,0,0,4/23/2020
Prison,Federal,Atlanta USP,7,7,0,0,4/23/2020
Prison,Federal,"Behavioral Systems Southwest, Inc. (RRC)",0,0,0,1,4/23/2020
Prison,Federal,Bennettsville FCI,2,0,0,0,4/23/2020
Prison,Federal,Brooklyn MDC,24,1,0,0,4/23/2020
Prison,Federal,Butner FMC,0,1,0,0,4/23/2020
Prison,Federal,Butner Low FCI,0,6,0,0,4/23/2020
Prison,Federal,Butner Medium I FCI,18,29,0,5,4/23/2020
Prison,Federal,Canaan USP,2,0,0,0,4/23/2020
Prison,Federal,Carswell FMC,0,2,0,0,4/23/2020
Prison,Federal,Central Office HQ,1,0,0,0,4/23/2020
Prison,Federal,Central Territorial of the Salvation Army; DBA Salvation Army Correctional Ser (RRC),0,3,0,0,4/23/2020
Prison,Federal,"Cherry Street Services, Inc. (RRC) - Detroit",0,1,0,0,4/23/2020
Prison,Federal,"Cherry Street Services, Inc. (RRC) - Grand Rapids",0,2,0,0,4/23/2020
Prison,Federal,Chicago MCC,21,20,0,0,4/23/2020
Prison,Federal,Coleman Low FCI,3,1,0,0,4/23/2020
Prison,Federal,Community Education Centers; DBA: CEC (RRC),0,2,0,0,4/23/2020
Prison,Federal,"Community Resources for Justice, Inc. (RRC) - Boston",0,6,0,0,4/23/2020
Prison,Federal,"Community Solutions, Inc. (RRC) - Hartford",0,1,0,0,4/23/2020
Prison,Federal,"Community Solutions, Inc. (RRC) - Wilmington",0,1,0,0,4/23/2020
Prison,Federal,"CORE Services Group, Inc. (RRC)",0,2,0,0,4/23/2020
Prison,Federal,Cumberland FCI,2,2,0,0,4/23/2020
Prison,Federal,Danbury FCI,32,15,0,1,4/23/2020
Prison,Federal,Devens FMC,0,1,0,0,4/23/2020
Prison,Federal,Dismas House of St. Louis (RRC),0,2,0,0,4/23/2020
Prison,Federal,Elkton FCI,49,51,0,6,4/23/2020
Prison,Federal,Englewood FCI,1,0,0,0,4/23/2020
Prison,Federal,Fairton FCI,1,0,0,0,4/23/2020
Prison,Federal,Forrest City Low FCI,0,39,0,0,4/23/2020
Prison,Federal,Forrest City Medium FCI,2,5,0,0,4/23/2020
Prison,Federal,Fort Dix FCI,4,12,0,0,4/23/2020
Prison,Federal,Fort Worth FMC,1,131,0,1,4/23/2020
Prison,Federal,"GEO Reentry of Alaska, Inc. (RRC)",0,2,0,0,4/23/2020
Prison,Federal,Grand Prairie,1,0,0,0,4/23/2020
Prison,Federal,"Heartline, Inc. (RRC)",0,3,0,0,4/23/2020
Prison,Federal,"Kintock Group, The (RRC) - Newark",0,1,0,0,4/23/2020
Prison,Federal,"Kintock Group, The (RRC) - Philadelphia",1,0,0,0,4/23/2020
Prison,Federal,Lompoc FCI,0,8,0,0,4/23/2020
Prison,Federal,Lompoc USP,29,68,0,1,4/23/2020
Prison,Federal,Los Angeles MDC,1,0,0,0,4/23/2020
Prison,Federal,McCreary USP,1,0,0,0,4/23/2020
Prison,Federal,Memphis FCI,1,0,0,0,4/23/2020
Prison,Federal,Miami FDC,7,0,0,0,4/23/2020
Prison,Federal,Milan FCI,46,38,0,0,4/23/2020
Prison,Federal,New York MCC,31,1,0,0,4/23/2020
Prison,Federal,Oakdale I FCI,22,18,0,7,4/23/2020
Prison,Federal,Oakdale II FCI,0,4,0,0,4/23/2020
Prison,Federal,Oklahoma City FTC,0,2,0,0,4/23/2020
Prison,Federal,Otisville FCI,12,5,0,0,4/23/2020
Prison,Federal,Pioneer Human Services; DBA: Pioneer Industries (RRC),0,1,0,0,4/23/2020
Prison,Federal,Ray Brook FCI,6,5,0,0,4/23/2020
Prison,Federal,Seagoville FCI,0,1,0,0,4/23/2020
Prison,Federal,Southeast RO,1,0,0,0,4/23/2020
Prison,Federal,State-wide (for non-facility),0,0,0,0,4/23/2020
Prison,Federal,Talladega FCI,5,0,0,0,4/23/2020
Prison,Federal,Tallahassee FCI,1,0,0,0,4/23/2020
Prison,Federal,Terminal Island FCI,5,65,0,2,4/23/2020
Prison,Federal,Tucson USP,1,0,0,0,4/23/2020
Prison,Federal,Volunteers of America (RRC),0,3,0,0,4/23/2020
Prison,Federal,"Volunteers of America of Western New York, Inc. (RRC)",0,1,0,0,4/23/2020
Prison,Federal,Yazoo City Low FCI,3,45,0,0,4/23/2020
Prison,Federal,Yazoo City Medium FCI,2,1,0,0,4/23/2020
Prison,Federal,Yazoo City USP,4,1,0,0,4/23/2020
Prison,Florida,Apalachee CI,7,0,0,0,4/23/2020
Prison,Florida,Avon Park CI,0,0,0,0,4/23/2020
Prison,Florida,Baker CI,0,0,0,0,4/23/2020
Prison,Florida,Bay CF,1,0,0,0,4/23/2020
Prison,Florida,Blackwater CF,10,43,0,4,4/23/2020
Prison,Florida,Calhoun CI,0,0,0,0,4/23/2020
Prison,Florida,Century CI,1,0,0,0,4/23/2020
Prison,Florida,CFRC,0,0,0,0,4/23/2020
Prison,Florida,Charlotte CI,1,0,0,0,4/23/2020
Prison,Florida,Columbia CI,1,0,0,0,4/23/2020
Prison,Florida,Community Corrections Region 1,0,0,0,0,4/23/2020
Prison,Florida,Community Corrections Region 2,3,0,0,0,4/23/2020
Prison,Florida,Community Corrections Region 3,3,0,0,0,4/23/2020
Prison,Florida,Community Corrections Region 4,4,0,0,0,4/23/2020
Prison,Florida,Cross City CI,1,0,0,0,4/23/2020
